-1.03019 -0.599615 3.94507
-1.80155 -1.29905 2.91779
-1.91011 -1.00646 3.27341
-1.73283 -1.01086 3.56088
4.28231 -0.856862 6.44058
3.8026 -2.35433 5.91129
4.03591 -2.60104 5.39146
0.10728 -0.111268 0.971249
2.42895 -0.075243 4.60803
-0.652482 -1.11187 4.14221
-0.623553 -0.399099 4.21856
-0.276518 -0.141621 1.55748
-1.11273 -0.323602 4.06159
-0.83796 -0.911969 4.1054
-0.648239 -0.907267 4.21172
-0.641943 -0.570208 4.16839
-1.07273 0.273667 3.57023
-1.34351 0.248596 3.40977
-1.04375 0.0159386 3.97948
-0.598823 -0.237581 4.20787
0.0607388 0.0757236 0.41823
0.106642 0.0831976 0.403874
0.168938 0.0583889 0.471565
0.044226 0.0395566 0.515621
0.0248171 0.0777105 0.427182
-0.157256 -0.0804237 0.915449
-1.35847 0.540502 2.63491
-2.11009 0.625434 2.36419
3.0085 -0.582382 5.28288
4.21828 -2.83437 5.56708
4.09421 -2.44016 6.55838
4.68358 -2.36661 6.44513
0.365107 -0.285039 5.03504
-1.77026 -1.22576 3.23672
0.367565 -1.88067 4.46914
-1.67645 -0.572507 3.59341
-0.652573 -1.47423 4.0346
-0.825114 -1.12697 4.07509
1.12098 -1.62988 3.56274
-1.71261 -0.740646 3.59502
0.132358 0.0417492 0.517787
0.0580333 0.067376 0.450269
-0.0672154 0.077464 0.43325
0.206818 0.073138 0.433064
-0.0387117 0.0575656 0.467692
0.0449882 0.0415025 0.522936
-0.666657 -0.648493 4.16244
-0.0350699 -0.0368359 0.717035
0.048697 -0.066719 0.804192
0.0381515 -0.00709126 0.623986
-0.197984 -0.0903681 1.32881
0.147046 0.0100003 0.774872
-0.912604 -0.573341 3.82759
0.242987 0.111469 0.420022
-1.61713 0.271469 3.40463
-1.54676 0.433546 2.95178
3.92734 -3.06319 5.84137
4.66353 -2.38424 6.42954
-1.93424 -1.00178 3.29338
0.256509 -1.45877 4.57336
0.287052 -1.24024 4.39809
-2.35413 0.547846 2.55768
-0.911611 -0.540651 4.2282
0.203339 0.0575406 0.456669
0.137369 0.0890763 0.376557
0.0985327 0.040462 0.519892
0.0629152 0.0752169 0.415811
-0.0424449 0.0629956 0.457517
-0.83639 -0.627934 4.15645
0.216898 0.0888436 0.371621
2.47161 -0.0839609 4.63654
-1.10756 -0.590417 3.8969
-1.74266 0.503163 2.74824
-1.49424 0.413215 3.01682
3.84216 -2.99395 5.6701
4.74357 -3.13852 5.85627
4.80003 -2.25787 6.25836
0.282922 -0.855099 4.79109
0.359896 -0.289534 5.03644
-1.73149 -0.861427 3.2355
-1.63576 -0.161901 3.27874
-2.61178 -1.56803 2.63891
4.63339 -0.93549 6.96523
0.153769 -0.823745 2.56437
-0.788408 -0.45767 4.09071
-0.567562 -0.337877 3.32562
-1.01683 -0.499321 3.98112
-1.25871 0.303905 3.30856
-1.18762 0.353956 3.17087
-1.11982 0.509311 2.81525
-1.72754 -0.643394 3.52902
-1.70759 -0.505839 3.54238
-2.58876 -0.90496 2.97554
-1.84495 -1.56044 2.93797
-1.7342 -1.49223 3.32373
-1.77862 -1.18517 3.24786
-0.816076 -0.618086 4.07593
-0.302395 -1.3782 4.39714
-1.26495 -1.06765 3.80887
-0.256909 0.102274 0.372403
-1.59595 0.131706 3.50367
-1.74144 0.505573 2.74675
-2.23683 0.565558 2.50797
-2.11242 0.578742 2.50591
-0.126463 0.0595073 0.446971
-1.31063 0.211988 3.55609
-1.06345 -0.120902 4.00411
0.00652391 -1.25728 4.48315
0.319637 -1.30708 4.6575
4.69817 -3.1005 5.8081
3.87858 -2.35097 6.01555
0.0467745 0.0690797 0.430371
0.148265 0.014542 0.593864
-0.0286075 -0.0304847 0.772475
-0.0423818 -0.00529182 0.65066
0.291933 0.0565044 0.472756
0.218471 0.0362595 0.531005
0.267098 0.0291234 0.558623
-1.08452 -0.574661 3.92585
0.205111 0.0715979 0.42683
0.233526 0.066058 0.43387
-0.0424783 0.0754786 0.440586
-0.0262101 0.0766999 0.415601
-0.0366426 0.0856028 0.390316
0.154802 0.045494 0.501856
-0.0885391 0.073657 0.423888
0.113533 0.00672642 0.605406
0.0644057 0.078994 0.417687
0.0381738 0.0856512 0.397918
1.23785 -1.78096 3.44278
-2.23274 -0.949508 3.15795
-1.70202 -0.746637 3.25141
-2.5736 -0.8917 2.94997
-1.77298 -1.17436 3.23561
-0.78503 -0.641226 4.08136
-0.955913 -0.597811 3.9989
-0.672276 -1.69359 3.95435
-0.269234 -2.01578 4.06089
-0.7918 -1.14061 4.0945
-0.434901 -1.62266 4.1271
-0.210769 0.105194 0.358322
-1.72729 0.50552 2.73798
-1.48457 0.415138 3.01434
-2.33367 0.55471 2.5441
-2.07071 0.595158 2.46273
-0.0932016 0.0673514 0.446744
-0.177574 0.0825741 0.448883
-0.212084 0.0978694 0.373934
-0.989376 0.470305 2.87882
-0.787602 0.323504 3.31821
0.310783 -2.24233 4.33407
0.323884 -1.46637 4.60621
4.70983 -1.18192 6.81704
5.08231 -1.10842 5.86312
4.62724 -0.917935 6.96249
3.79187 -2.2944 5.89185
0.0448797 0.0742847 0.433215
-0.0276872 -0.0334578 0.721054
-0.0216374 0.0347276 0.541617
0.248456 0.0777798 0.405648
